customerID,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,MonthlyCharges,TotalCharges,TechSupport,Churn
C0364,0,Yes,Yes,16,DSL,One year,106.31,1957.42,Yes,No
C0365,0,Yes,No,51,No,One year,66.55,3746.09,No,No
C0366,0,Yes,No,51,Fiber optic,Month-to-month,29.32,1962.91,No,Yes
C0367,0,Yes,Yes,35,Fiber optic,Two year,82.71,3082.75,Yes,Yes
C0368,1,No,No,37,No,Two year,96.62,3929.0,No,No
C0369,0,Yes,No,49,Fiber optic,Month-to-month,18.29,1134.05,No,Yes
C0370,0,No,No,62,DSL,Month-to-month,105.61,6885.02,No,Yes
C0371,0,Yes,No,62,Fiber optic,Month-to-month,36.97,2673.59,No,Yes
C0372,0,Yes,No,61,DSL,Two year,74.31,4555.64,No,No
C0373,0,No,Yes,6,Fiber optic,One year,60.41,685.76,Yes,Yes
C0374,0,No,No,26,Fiber optic,One year,91.4,2489.77,Yes,No
C0375,0,No,Yes,13,DSL,Month-to-month,55.86,1061.2,No,Yes
C0376,1,No,No,70,Fiber optic,One year,106.72,7704.57,No,Yes
C0377,0,No,Yes,4,DSL,Month-to-month,92.51,756.82,No,No
C0378,1,Yes,No,54,DSL,Month-to-month,84.07,4601.48,No,No
C0379,0,No,No,1,Fiber optic,One year,99.22,412.38,No,Yes
C0380,0,No,Yes,61,DSL,Two year,94.91,5928.75,No,No
C0381,0,Yes,No,20,Fiber optic,Two year,21.67,859.89,No,Yes
C0382,0,Yes,No,20,DSL,Two year,58.26,1629.39,Yes,No
C0383,0,No,No,9,Fiber optic,Month-to-month,112.94,1514.66,No,Yes
C0384,0,No,No,57,No,Month-to-month,30.82,2154.74,No,Yes
C0385,0,No,Yes,38,Fiber optic,One year,93.18,3917.71,No,No
C0386,0,Yes,No,4,Fiber optic,Two year,117.41,577.39,Yes,No
C0387,0,No,No,64,No,Month-to-month,23.32,1660.48,No,Yes
C0388,0,Yes,Yes,12,DSL,Month-to-month,87.58,1283.8,No,Yes
C0389,1,Yes,No,52,DSL,Month-to-month,65.75,3805.69,Yes,Yes
C0390,1,Yes,No,44,Fiber optic,One year,77.08,3849.0,No,No
C0391,0,Yes,No,31,DSL,Month-to-month,26.7,922.27,No,No
C0392,1,No,No,35,No,Month-to-month,22.39,1244.83,No,Yes
C0393,0,Yes,No,59,DSL,Month-to-month,86.02,5422.99,No,No
C0394,0,Yes,No,10,Fiber optic,Month-to-month,101.98,1325.19,No,Yes
C0395,0,No,Yes,62,Fiber optic,Two year,97.77,6161.66,Yes,No
C0396,1,Yes,Yes,20,DSL,Month-to-month,73.47,1497.16,Yes,Yes
C0397,0,No,Yes,51,Fiber optic,One year,28.19,1721.92,No,No
C0398,0,Yes,Yes,54,DSL,One year,88.18,5087.48,No,No
C0399,0,No,Yes,25,Fiber optic,Two year,42.67,1172.14,Yes,No
C0400,0,Yes,No,67,DSL,Month-to-month,110.93,7710.54,No,No
C0401,0,Yes,No,33,No,Two year,103.5,3843.75,No,No
C0402,0,No,No,51,No,One year,90.36,5025.89,No,Yes
C0403,0,Yes,Yes,51,DSL,Two year,114.78,6317.46,Yes,No
C0404,0,Yes,No,28,DSL,Two year,21.21,776.82,No,Yes
C0405,0,No,No,37,Fiber optic,Month-to-month,93.09,3603.35,Yes,Yes
C0406,0,Yes,No,41,DSL,Month-to-month,51.68,2493.59,No,Yes
C0407,0,Yes,No,20,No,Month-to-month,110.42,2423.96,No,Yes
C0408,0,No,No,41,Fiber optic,Month-to-month,45.2,1896.97,No,Yes
C0409,1,No,No,12,Fiber optic,Month-to-month,91.94,1244.68,Yes,Yes
C0410,0,No,No,63,No,Month-to-month,107.52,6983.05,Yes,Yes
C0411,0,No,Yes,16,Fiber optic,Month-to-month,22.25,502.26,No,Yes
C0412,0,No,No,8,No,Month-to-month,58.56,634.58,No,No
C0413,1,Yes,No,40,No,Month-to-month,95.76,3977.29,No,No
C0414,1,No,Yes,0,DSL,Month-to-month,64.4,20.75,No,Yes
C0415,0,Yes,No,1,DSL,Month-to-month,45.26,363.81,No,Yes
C0416,0,No,No,59,No,Month-to-month,40.42,2683.43,No,No
C0417,0,Yes,No,47,No,Month-to-month,31.41,1802.96,Yes,No
C0418,0,Yes,Yes,28,DSL,Month-to-month,105.43,3048.19,Yes,Yes
C0419,0,No,No,9,No,Two year,76.69,838.04,Yes,No
C0420,0,Yes,No,57,Fiber optic,Month-to-month,25.79,1779.84,No,Yes
C0421,0,Yes,No,59,DSL,Month-to-month,57.02,3663.99,No,No
C0422,0,No,Yes,20,No,Month-to-month,55.51,1363.37,No,No
C0423,0,No,No,27,DSL,Two year,36.54,1161.79,Yes,No
C0424,0,No,No,33,No,Two year,62.42,2516.33,Yes,No
C0425,0,No,No,7,DSL,Two year,51.87,532.98,Yes,No
C0426,0,Yes,Yes,58,Fiber optic,One year,52.86,3293.69,No,No
C0427,0,Yes,No,71,DSL,Month-to-month,93.38,6969.04,No,No
C0428,0,Yes,No,48,Fiber optic,Month-to-month,40.77,2228.47,No,Yes
C0429,0,Yes,Yes,16,Fiber optic,Month-to-month,83.47,1508.96,Yes,No
C0430,0,Yes,No,59,DSL,Two year,76.21,4714.21,Yes,No
C0431,0,Yes,No,44,Fiber optic,One year,75.95,3739.04,Yes,No
C0432,0,No,No,68,Fiber optic,One year,85.63,5961.9,Yes,No
C0433,0,Yes,No,31,DSL,Month-to-month,73.93,2362.96,No,Yes
C0434,0,Yes,Yes,43,No,Two year,107.68,4786.82,Yes,No
C0435,0,Yes,No,64,DSL,Month-to-month,86.91,5987.01,No,No
C0436,0,No,No,7,Fiber optic,Month-to-month,73.79,561.02,No,Yes
C0437,0,No,No,71,Fiber optic,Month-to-month,102.64,7783.29,No,Yes
C0438,0,No,No,42,Fiber optic,One year,79.83,3623.36,No,Yes
C0439,0,No,No,0,DSL,Month-to-month,47.7,492.42,No,No
C0440,0,Yes,No,50,Fiber optic,Two year,39.12,2425.5,Yes,No
C0441,1,Yes,No,23,Fiber optic,Month-to-month,33.54,997.83,No,Yes
C0442,0,Yes,No,23,Fiber optic,One year,109.74,2623.27,No,No
C0443,0,No,No,16,No,Month-to-month,90.43,1529.32,Yes,No
C0444,0,Yes,No,4,Fiber optic,Month-to-month,113.61,574.43,No,Yes
C0445,0,Yes,No,19,DSL,Two year,79.54,1866.33,No,No
C0446,0,Yes,Yes,20,DSL,One year,66.29,1462.27,No,No
C0447,0,No,Yes,57,DSL,One year,24.09,1543.84,Yes,No
C0448,1,No,No,30,DSL,Two year,86.51,2819.69,Yes,No
C0449,0,No,Yes,10,Fiber optic,One year,77.39,1230.52,No,No
C0450,0,Yes,Yes,51,DSL,Month-to-month,119.0,6163.7,Yes,Yes
C0451,1,Yes,No,14,DSL,One year,42.39,595.97,No,No
C0452,0,Yes,Yes,6,DSL,Month-to-month,72.14,462.89,No,Yes
C0453,0,Yes,No,27,DSL,Month-to-month,84.4,2731.18,Yes,Yes
C0454,0,No,No,50,DSL,Month-to-month,83.75,4511.26,No,Yes
C0455,0,Yes,Yes,57,DSL,One year,75.25,4425.77,No,Yes
C0456,0,No,No,4,Fiber optic,One year,97.25,477.6,Yes,Yes
C0457,0,Yes,Yes,4,Fiber optic,Month-to-month,38.91,302.77,No,Yes
C0458,0,No,No,7,DSL,One year,92.01,701.47,No,No
C0459,0,Yes,No,63,Fiber optic,Two year,81.21,5587.0,No,No
C0460,1,Yes,Yes,9,DSL,Month-to-month,109.4,1376.7,No,Yes
C0461,0,No,Yes,37,DSL,Month-to-month,104.41,4094.37,No,Yes
C0462,0,No,No,7,DSL,One year,50.14,783.46,No,Yes
C0463,0,Yes,Yes,24,Fiber optic,Month-to-month,46.18,1233.05,No,No
C0464,0,Yes,No,72,Fiber optic,One year,118.13,8863.92,No,Yes
C0465,1,Yes,No,65,DSL,Month-to-month,71.78,5093.77,No,No
C0466,0,No,No,49,DSL,Month-to-month,110.45,5590.43,No,No
C0467,0,Yes,No,66,No,One year,34.72,2670.25,Yes,No
C0468,0,No,No,48,DSL,One year,83.57,4158.9,No,No
C0469,1,Yes,No,35,DSL,Two year,100.61,3670.78,No,No
C0470,0,Yes,Yes,67,No,Two year,114.63,7733.74,Yes,No
C0471,0,Yes,No,40,No,One year,52.41,2316.43,No,No
C0472,0,Yes,No,61,Fiber optic,One year,91.95,5973.81,Yes,Yes
C0473,1,No,No,9,Fiber optic,Month-to-month,72.96,1126.75,Yes,No
C0474,0,No,No,20,DSL,Month-to-month,24.18,785.5,No,Yes
C0475,0,Yes,No,35,DSL,Month-to-month,88.38,3524.87,No,Yes
C0476,0,Yes,No,11,Fiber optic,Two year,88.39,1383.54,Yes,Yes
C0477,0,Yes,No,1,DSL,Month-to-month,112.92,199.59,No,Yes
C0478,0,No,No,12,Fiber optic,One year,68.73,1067.67,No,No
C0479,1,Yes,No,52,No,Month-to-month,41.49,2215.94,Yes,No
C0480,1,No,Yes,31,No,One year,22.55,1040.13,No,No
C0481,1,No,No,15,DSL,Two year,60.4,1380.95,No,Yes
C0482,0,No,No,31,Fiber optic,Month-to-month,48.8,1581.34,No,No
C0483,0,No,No,31,Fiber optic,Two year,95.63,3331.47,No,No
C0484,1,Yes,No,10,No,Month-to-month,54.14,857.52,No,Yes
C0485,0,Yes,No,9,DSL,Month-to-month,114.81,1325.09,Yes,Yes
C0486,0,No,Yes,14,DSL,Two year,116.16,1821.3,Yes,No
C0487,0,Yes,No,16,DSL,Month-to-month,81.33,1478.85,No,No
C0488,1,Yes,No,39,DSL,Two year,112.72,4418.7,No,No
C0489,0,Yes,Yes,17,DSL,Month-to-month,95.61,1734.32,Yes,No
C0490,1,No,Yes,54,Fiber optic,Month-to-month,73.78,3991.71,No,Yes
C0491,0,Yes,No,72,Fiber optic,Two year,36.39,2910.79,No,Yes
C0492,0,Yes,No,24,DSL,Month-to-month,64.78,1607.65,Yes,No
C0493,0,Yes,No,58,Fiber optic,Two year,75.21,4798.69,Yes,Yes
C0494,0,Yes,No,21,DSL,Two year,106.12,2490.09,No,No
C0495,0,Yes,No,29,No,Month-to-month,67.1,2295.74,No,No
C0496,1,Yes,No,43,No,Month-to-month,109.56,4916.51,Yes,Yes
C0497,0,Yes,No,31,No,Month-to-month,86.78,2970.47,No,No
C0498,0,Yes,No,50,No,Month-to-month,31.97,2069.83,No,Yes
C0499,0,Yes,No,45,DSL,Month-to-month,119.49,5418.42,No,No
C0500,0,Yes,No,20,DSL,Month-to-month,71.78,1562.57,Yes,No
C0501,0,No,No,31,Fiber optic,Month-to-month,57.97,2187.06,No,No
C0502,0,Yes,No,38,No,Month-to-month,85.23,3288.11,No,No
C0503,1,No,No,11,DSL,Two year,29.11,358.04,No,Yes
C0504,0,Yes,No,46,DSL,Two year,82.93,3995.55,No,No
C0505,0,No,No,17,No,One year,68.82,1216.02,No,No
C0506,0,No,No,20,DSL,Month-to-month,59.48,1482.14,No,Yes
C0507,0,Yes,No,12,Fiber optic,Two year,115.21,1495.66,No,No
C0508,1,No,No,20,Fiber optic,Month-to-month,71.3,1873.85,Yes,No
C0509,0,No,No,7,DSL,One year,40.35,674.2,Yes,No
C0510,1,No,No,45,DSL,Two year,64.81,3266.3,No,No
C0511,0,Yes,No,6,Fiber optic,Month-to-month,111.78,979.15,Yes,Yes
C0512,0,No,No,22,Fiber optic,One year,35.96,1222.85,Yes,No
C0513,1,No,Yes,21,No,Two year,39.82,947.75,No,No
C0514,0,Yes,No,21,DSL,Two year,19.33,842.48,Yes,No
C0515,0,No,Yes,28,DSL,One year,19.45,939.35,Yes,No
C0516,0,No,Yes,12,Fiber optic,Month-to-month,102.6,1605.28,Yes,No
C0517,0,No,No,1,Fiber optic,Month-to-month,92.68,373.31,No,Yes
C0518,0,Yes,No,28,DSL,Month-to-month,54.21,1641.0,No,Yes
C0519,0,No,No,51,Fiber optic,One year,89.23,4762.5,No,Yes
C0520,0,Yes,Yes,26,DSL,Month-to-month,58.31,1912.85,No,Yes
C0521,0,No,Yes,49,DSL,Two year,115.2,5660.69,No,No
C0522,1,No,No,22,DSL,Month-to-month,116.64,2957.11,No,Yes
C0523,0,No,No,43,Fiber optic,Month-to-month,58.06,2616.62,No,Yes
C0524,0,No,No,21,Fiber optic,Month-to-month,105.13,2279.88,No,Yes
C0525,1,Yes,No,42,Fiber optic,One year,96.86,4125.97,No,No
C0526,0,No,No,36,Fiber optic,Month-to-month,49.62,1799.95,Yes,Yes
C0527,0,Yes,No,60,No,Month-to-month,41.67,2761.99,Yes,Yes
C0528,0,No,No,55,DSL,Month-to-month,64.74,3669.83,Yes,No
C0529,0,Yes,No,2,DSL,Month-to-month,97.7,690.12,No,Yes
C0530,0,No,No,62,DSL,Month-to-month,115.94,7475.5,No,Yes
C0531,0,No,No,18,DSL,Two year,95.89,1794.96,No,No
C0532,0,Yes,No,22,Fiber optic,Month-to-month,105.23,2659.44,Yes,Yes
C0533,0,Yes,No,28,Fiber optic,Month-to-month,79.51,2675.15,No,Yes
C0534,0,Yes,No,29,Fiber optic,Two year,103.21,3365.68,No,Yes
C0535,0,Yes,No,38,DSL,Two year,98.01,3762.6,No,No
C0536,0,No,Yes,24,DSL,One year,56.45,1802.74,No,No
C0537,1,Yes,No,7,Fiber optic,Month-to-month,74.3,917.06,No,Yes
C0538,0,Yes,No,57,DSL,Two year,100.08,5783.71,No,No
C0539,0,Yes,No,15,Fiber optic,Two year,22.7,366.39,No,No
C0540,0,No,No,71,No,One year,100.42,7408.48,No,No
C0541,1,No,Yes,0,Fiber optic,Month-to-month,36.14,78.02,Yes,No
C0542,1,No,No,4,Fiber optic,One year,70.5,699.3,Yes,Yes
C0543,0,No,No,2,Fiber optic,One year,100.44,380.05,No,No
C0544,0,Yes,Yes,64,DSL,Month-to-month,43.89,3265.41,Yes,Yes
C0545,0,No,No,3,Fiber optic,Month-to-month,43.07,412.05,No,Yes
C0546,0,Yes,No,63,DSL,Two year,59.08,3813.38,Yes,No
C0547,0,No,No,9,DSL,One year,109.25,1053.05,No,No
C0548,0,Yes,No,20,Fiber optic,Month-to-month,18.05,649.24,No,Yes
C0549,0,Yes,No,45,No,One year,109.94,5328.24,No,No
C0550,0,Yes,Yes,26,DSL,Month-to-month,33.69,1266.69,No,Yes
C0551,0,Yes,No,65,Fiber optic,Month-to-month,118.99,7872.23,No,Yes
C0552,0,Yes,No,40,No,One year,115.39,4717.72,No,No
C0553,1,No,Yes,12,No,Month-to-month,68.46,829.9,Yes,No
C0554,0,Yes,No,8,Fiber optic,Month-to-month,70.3,902.0,No,Yes
C0555,0,Yes,No,35,DSL,Two year,67.12,2387.48,Yes,No
C0556,0,Yes,No,57,No,Month-to-month,82.82,4931.12,No,Yes
C0557,0,Yes,No,53,DSL,Month-to-month,27.25,1745.09,No,No
C0558,0,No,No,11,Fiber optic,Two year,21.33,703.18,No,No
C0559,0,No,No,13,DSL,One year,23.89,466.47,No,No
C0560,0,Yes,No,33,Fiber optic,One year,63.33,2214.78,No,No
C0561,1,Yes,No,52,DSL,Two year,46.11,2724.8,No,No
C0562,0,Yes,No,19,Fiber optic,Month-to-month,81.45,1857.17,No,No
C0563,1,Yes,No,15,DSL,One year,119.23,1954.5,No,Yes
C0564,0,No,No,69,DSL,Month-to-month,57.4,4424.65,No,Yes
C0565,1,No,No,55,Fiber optic,Two year,76.53,4631.58,No,No
C0566,0,Yes,No,57,No,Month-to-month,60.39,3554.22,No,No
C0567,0,Yes,No,3,No,One year,104.42,432.83,No,Yes
C0568,0,Yes,Yes,3,DSL,Month-to-month,110.03,586.24,No,Yes
C0569,0,Yes,No,19,Fiber optic,Month-to-month,107.49,2429.1,No,Yes
C0570,0,Yes,No,9,Fiber optic,One year,117.39,1078.53,No,Yes
C0571,0,No,No,23,DSL,One year,20.81,825.3,Yes,No
C0572,0,No,No,25,DSL,One year,103.66,2915.62,No,No
C0573,0,Yes,No,36,Fiber optic,Month-to-month,94.68,3524.22,No,Yes
C0574,0,No,Yes,53,No,Month-to-month,41.33,2531.17,No,No
C0575,1,No,No,20,Fiber optic,One year,115.54,2780.89,No,Yes
C0576,0,No,Yes,37,Fiber optic,Two year,33.11,1248.46,No,No
C0577,0,Yes,Yes,45,Fiber optic,One year,87.31,4088.78,Yes,No
C0578,0,No,No,3,DSL,Two year,40.94,341.91,No,Yes
C0579,0,No,No,59,Fiber optic,Two year,62.0,4107.63,No,No
C0580,0,Yes,Yes,56,Fiber optic,One year,91.35,5596.73,Yes,No
C0581,0,No,Yes,44,DSL,One year,75.46,3542.3,Yes,No
C0582,0,Yes,No,19,No,Two year,61.61,1545.6,No,No
C0583,0,No,No,16,DSL,One year,51.29,1086.47,No,No
C0584,1,Yes,Yes,70,No,Two year,103.65,7524.39,No,No
C0585,0,Yes,No,3,Fiber optic,One year,32.67,237.06,Yes,No
C0586,0,No,No,13,DSL,One year,61.87,912.79,Yes,No
C0587,0,No,No,2,Fiber optic,Month-to-month,110.18,364.36,No,No
C0588,0,Yes,No,57,Fiber optic,Month-to-month,104.28,6222.12,No,Yes
C0589,0,Yes,Yes,54,DSL,Two year,58.9,3195.18,No,No
C0590,0,No,No,3,Fiber optic,One year,95.84,741.14,No,Yes
C0591,1,No,No,23,Fiber optic,One year,101.96,2423.22,Yes,No
C0592,0,No,No,33,Fiber optic,Two year,108.67,3696.15,No,No
C0593,0,No,No,29,DSL,One year,73.54,2391.8,Yes,Yes
C0594,0,Yes,No,18,Fiber optic,Month-to-month,38.86,1054.54,No,Yes
C0595,0,Yes,Yes,30,DSL,One year,44.04,1369.06,No,No
C0596,0,Yes,Yes,59,Fiber optic,One year,48.16,3000.29,Yes,Yes
C0597,0,No,Yes,59,DSL,Month-to-month,78.57,5119.97,Yes,No
C0598,0,No,No,18,No,Month-to-month,21.35,515.47,Yes,No
C0599,0,Yes,No,48,Fiber optic,Month-to-month,82.88,4134.77,No,Yes
C0600,0,Yes,No,62,Fiber optic,Month-to-month,55.16,3838.17,No,Yes
C0601,0,Yes,Yes,21,Fiber optic,Month-to-month,48.11,1035.42,Yes,Yes
C0602,0,Yes,No,23,DSL,Month-to-month,107.71,2709.64,No,No
C0603,0,Yes,No,29,DSL,Month-to-month,64.92,2072.49,Yes,Yes
C0604,1,Yes,No,57,No,Month-to-month,27.7,1737.19,No,Yes
C0605,0,No,No,30,No,Month-to-month,102.33,3212.75,No,Yes
C0606,0,Yes,Yes,63,DSL,One year,22.86,1485.87,No,No
C0607,0,Yes,No,18,Fiber optic,Two year,92.13,1815.75,No,No
C0608,0,Yes,No,47,Fiber optic,One year,96.94,4577.71,No,No
C0609,0,Yes,Yes,44,Fiber optic,Month-to-month,53.97,2765.16,No,Yes
C0610,0,Yes,No,54,DSL,Month-to-month,102.13,5714.13,No,No
C0611,0,Yes,No,54,DSL,Month-to-month,70.6,4034.35,No,No
C0612,1,Yes,No,17,DSL,Month-to-month,65.26,1556.22,Yes,Yes
C0613,1,No,No,62,No,Month-to-month,22.63,1732.09,Yes,Yes
C0614,0,Yes,Yes,46,Fiber optic,Month-to-month,47.58,2192.71,No,Yes
C0615,0,No,No,56,Fiber optic,Month-to-month,112.96,6797.35,No,Yes
C0616,0,No,No,44,No,Two year,57.97,2669.25,No,No
C0617,0,No,Yes,32,Fiber optic,Month-to-month,73.76,2414.13,No,No
C0618,0,Yes,No,16,No,Month-to-month,72.27,1540.38,No,No
C0619,0,Yes,Yes,69,Fiber optic,Two year,78.22,5647.42,No,No
C0620,0,Yes,No,3,DSL,Month-to-month,24.26,289.67,No,Yes
C0621,0,Yes,Yes,19,No,Month-to-month,54.94,1168.61,No,Yes
C0622,0,Yes,Yes,46,Fiber optic,One year,91.76,4494.7,No,No
C0623,0,Yes,No,14,DSL,One year,38.46,675.63,Yes,No
C0624,0,Yes,Yes,69,DSL,One year,38.76,3125.23,No,Yes
C0625,0,Yes,No,46,DSL,Month-to-month,19.03,982.98,No,Yes
C0626,0,Yes,Yes,8,Fiber optic,Month-to-month,62.62,943.14,No,No
C0627,0,Yes,No,15,No,Month-to-month,108.04,1900.3,Yes,No
C0628,0,No,Yes,68,No,Month-to-month,23.29,1997.96,Yes,No
C0629,0,Yes,Yes,60,No,Two year,37.49,2605.82,No,No
C0630,0,Yes,No,9,DSL,One year,49.63,795.02,No,Yes
C0631,0,Yes,No,49,Fiber optic,Month-to-month,92.64,4701.53,No,Yes
C0632,0,No,No,2,DSL,One year,83.34,283.63,No,No
C0633,0,Yes,No,69,No,Month-to-month,60.43,4275.11,No,Yes
C0634,0,Yes,Yes,50,Fiber optic,Two year,95.43,5200.1,No,Yes
C0635,0,No,No,18,Fiber optic,Month-to-month,80.18,1853.45,Yes,Yes
C0636,0,Yes,Yes,41,Fiber optic,Month-to-month,109.4,4705.69,No,Yes
C0637,0,No,Yes,34,Fiber optic,Month-to-month,101.44,3515.16,No,Yes
C0638,1,No,No,45,DSL,One year,43.79,2161.68,Yes,No
C0639,0,No,No,25,No,One year,45.69,1451.92,No,No
C0640,0,No,No,68,No,Month-to-month,30.79,2320.92,No,Yes
C0641,0,Yes,Yes,63,DSL,Month-to-month,52.37,3689.4,No,Yes
C0642,0,No,No,36,Fiber optic,Month-to-month,119.95,4817.01,No,Yes
C0643,0,No,No,48,No,Month-to-month,59.39,2946.29,No,No
C0644,0,Yes,No,20,DSL,Two year,40.49,1039.63,Yes,No
C0645,0,Yes,Yes,63,Fiber optic,Month-to-month,95.77,6249.0,No,Yes
C0646,0,Yes,No,4,DSL,Month-to-month,73.33,445.57,No,Yes
C0647,0,No,No,69,Fiber optic,One year,33.26,2393.99,No,No
C0648,0,Yes,No,3,DSL,Month-to-month,56.83,203.34,No,No
C0649,1,No,No,38,Fiber optic,One year,60.28,2734.2,Yes,No
C0650,0,No,No,34,DSL,Two year,94.89,3436.18,Yes,No
C0651,0,Yes,No,0,Fiber optic,Month-to-month,20.11,248.45,No,Yes
C0652,0,Yes,No,23,No,Two year,45.44,1503.59,Yes,No
C0653,0,Yes,No,56,No,One year,70.79,4352.39,No,No
C0654,1,Yes,Yes,69,No,Month-to-month,45.42,3199.23,No,Yes
C0655,1,Yes,Yes,40,Fiber optic,Month-to-month,82.1,3566.71,No,Yes
C0656,0,Yes,No,53,DSL,Month-to-month,67.15,3780.08,No,No
C0657,0,No,No,45,DSL,One year,54.89,2868.66,No,No
C0658,0,No,No,59,No,One year,114.82,7136.5,No,No
C0659,0,Yes,Yes,59,Fiber optic,Two year,82.48,5211.52,Yes,No
C0660,0,No,No,56,DSL,Two year,31.25,1920.27,Yes,No
C0661,1,No,Yes,30,Fiber optic,One year,75.13,2656.38,Yes,Yes
C0662,1,No,No,23,DSL,One year,97.63,2271.69,No,Yes
C0663,1,No,No,35,DSL,Month-to-month,90.27,3239.26,Yes,No
C0664,0,No,Yes,29,No,Month-to-month,35.55,1198.76,No,No
C0665,0,No,Yes,23,No,Month-to-month,117.19,2733.77,No,Yes
C0666,0,Yes,No,29,Fiber optic,One year,63.78,1967.12,No,Yes
C0667,0,Yes,No,6,No,Month-to-month,34.22,620.4,Yes,No
C0668,0,Yes,No,34,Fiber optic,Month-to-month,36.38,1711.05,No,Yes
C0669,0,No,No,54,Fiber optic,Month-to-month,28.02,1665.38,Yes,No
C0670,0,Yes,No,13,DSL,Month-to-month,99.96,1431.74,No,Yes
C0671,0,Yes,Yes,9,DSL,One year,30.45,414.0,No,Yes
C0672,1,Yes,No,15,Fiber optic,Month-to-month,30.76,600.26,No,Yes
C0673,1,No,No,53,No,One year,104.75,5569.72,No,Yes
C0674,1,Yes,No,69,Fiber optic,Month-to-month,53.15,4130.81,Yes,Yes
C0675,0,No,No,43,DSL,One year,21.15,1016.3,No,Yes
C0676,0,Yes,Yes,72,DSL,Month-to-month,23.29,1886.88,No,Yes
C0677,0,Yes,No,44,No,Month-to-month,32.5,1434.84,No,Yes
C0678,0,Yes,No,55,DSL,One year,39.77,2616.33,No,Yes
C0679,1,No,No,56,Fiber optic,Month-to-month,85.84,5172.62,No,Yes
C0680,1,No,No,20,DSL,Month-to-month,34.05,1154.38,No,Yes
C0681,0,No,No,67,DSL,Month-to-month,30.13,2409.52,No,No
C0682,0,No,No,49,Fiber optic,Month-to-month,96.0,4860.85,No,No
C0683,0,No,No,32,Fiber optic,Month-to-month,86.45,2890.34,No,Yes
C0684,0,Yes,No,6,DSL,Month-to-month,62.4,723.26,No,Yes
C0685,1,Yes,No,69,DSL,One year,74.03,5290.13,No,Yes
C0686,0,No,No,14,No,Two year,49.82,980.59,Yes,No
C0687,0,No,No,31,DSL,Month-to-month,67.22,2086.95,Yes,No
C0688,0,Yes,Yes,19,Fiber optic,Two year,69.68,1354.86,No,No
C0689,0,No,Yes,14,No,Month-to-month,57.5,1072.68,No,No
C0690,0,Yes,No,47,DSL,One year,110.47,5475.13,No,Yes
C0691,1,No,No,70,No,One year,19.64,1750.53,Yes,No
C0692,0,Yes,No,20,DSL,One year,97.78,2021.58,Yes,No
C0693,0,No,No,41,Fiber optic,Month-to-month,30.69,1514.88,No,Yes
C0694,0,No,Yes,25,Fiber optic,Month-to-month,99.35,2580.97,No,Yes
C0695,0,Yes,No,13,No,Month-to-month,80.82,1097.26,Yes,No
C0696,0,Yes,No,56,DSL,Month-to-month,104.01,6029.81,No,No
C0697,0,No,No,36,Fiber optic,Month-to-month,27.95,1087.87,No,No
C0698,0,No,Yes,57,No,Month-to-month,75.02,4387.03,No,Yes
C0699,0,Yes,Yes,20,Fiber optic,Month-to-month,69.11,1540.98,No,Yes
C0700,0,No,No,68,Fiber optic,Month-to-month,90.03,6251.73,No,Yes
C0701,0,Yes,Yes,2,DSL,One year,72.5,188.8,No,No
C0702,0,Yes,Yes,36,Fiber optic,Two year,73.15,2678.36,No,Yes
C0703,0,No,Yes,48,DSL,Two year,61.82,3063.98,Yes,No
C0704,0,Yes,No,18,DSL,Month-to-month,49.5,916.28,No,No
C0705,0,Yes,No,11,Fiber optic,One year,67.19,1052.32,No,No
C0706,0,No,No,60,DSL,Two year,30.09,1949.06,No,No
C0707,0,Yes,No,40,No,Month-to-month,116.07,4782.67,No,Yes
C0708,1,Yes,No,32,No,Month-to-month,90.87,3073.84,No,No
C0709,0,Yes,Yes,49,Fiber optic,Two year,115.15,5973.75,No,No
C0710,0,Yes,No,67,No,Month-to-month,41.13,3191.03,Yes,No
C0711,1,No,No,70,Fiber optic,Month-to-month,107.69,7917.84,No,Yes
C0712,0,Yes,No,32,DSL,Month-to-month,100.5,3579.76,No,Yes
C0713,0,No,Yes,23,Fiber optic,Month-to-month,87.07,2244.81,No,Yes
C0714,0,Yes,Yes,60,DSL,Two year,81.75,5251.9,No,No
C0715,0,No,No,60,DSL,One year,50.29,3293.78,No,No
C0716,0,Yes,No,27,No,Month-to-month,101.27,2842.42,Yes,No
C0717,0,No,Yes,57,Fiber optic,Month-to-month,69.15,4045.84,No,Yes
C0718,0,Yes,No,42,No,One year,25.23,1207.86,No,Yes
C0719,1,Yes,No,40,DSL,One year,49.91,2451.8,No,No
C0720,0,Yes,No,38,Fiber optic,Month-to-month,113.4,4582.91,No,Yes
C0721,0,Yes,No,48,DSL,Two year,104.77,5395.91,No,No
C0722,0,No,Yes,16,Fiber optic,Month-to-month,118.15,2063.68,No,Yes
C0723,0,No,Yes,69,Fiber optic,Month-to-month,82.06,5866.0,No,No
C0724,0,Yes,Yes,69,Fiber optic,One year,43.25,3047.03,Yes,No
C0725,0,No,No,64,DSL,Month-to-month,34.61,2300.69,No,Yes
C0726,0,Yes,Yes,4,DSL,Two year,37.07,561.96,Yes,No
C0727,0,Yes,No,1,DSL,One year,20.02,312.44,Yes,No
C0728,1,No,Yes,21,Fiber optic,One year,57.85,1383.62,Yes,Yes
C0729,0,No,No,56,No,Month-to-month,37.53,2503.11,No,No
